Site ID,Facility Type,Facility Subtype,Facility ID,Automatic Start Gate,Bike Wash,Timing System,Start Gate,No of Persons Start Gate,Number of Straights,Number of Turns,Surface,Artificial Sports Lighting,Start Hill Elevation,Start Hill Width,Start Straight Length,Start Straight Width,Length of Straights,Degree of Banking at Middle of Bends,Degree of Banking at Middle of Straight,Overall Width,Total Length,Width of Turns/Bends,Radius of Turns/Bends,Finish Straight Length,Finish Straight Width,Black Trails,Length of Black Trails,Blue Trails,Length of Blue Trails,Extreme Trails,Length of Extreme Trails,Green Trails,Length of Green Trails,Red Trails,Length of Red Trails,Length of All Trails,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,OBJECTID,Created Date,x,y
1059387,Cycling,Track - Outdoor Velodrome,30014017,,,No,,,,,Macadam,Yes,,,,,50,10,10,7,250,,20,,,,,,,,,,,,,,Operational,,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,2015,Yes,No,,Yes,No,,Detailed Timings,All Year,,,,9/12/2024 6:41:53 AM,Yes,451173,516845,54.5443,-1.210502,198,1/5/2018 11:20:48 AM,451173,516845
30005275,Cycling,BMX - Pump Track,30014279,No,,,No,,,,Macadam,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Other,Others,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,2000,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,1/13/2025 1:38:53 PM,Yes,288394,84743,50.65163,-3.580096,199,1/25/2018 12:55:07 PM,288394,84743
30007123,Cycling,BMX - Pump Track,30014466,No,,,No,,,,Dolomite Stone Dust,No,,,,,,,,3,60,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,2013,No,No,,No,No,,Dawn To Dusk,All Year,,,,9/5/2024 2:33:38 PM,Yes,335916,407575,53.56088,-2.968928,200,1/31/2018 2:02:16 PM,335916,407575
30011022,Cycling,Road - Closed Road Cycling Circuit,30014550,,,No,,,,,Macadam,No,,,,,,,,5,1600,,16,50,6,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2017,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,11/26/2024 9:32:52 AM,Yes,427165,438608,53.84303,-1.588622,201,2/5/2018 4:08:04 PM,427165,438608
1202844,Cycling,BMX - Pump Track,30015032,No,,,No,,,,Various,No,,,,,,,,4,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2011,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/8/2025 10:42:46 AM,Yes,543393,182587,51.524,0.06556235,202,3/20/2018 9:31:29 AM,543393,182587
6001330,Cycling,Road - Closed Road Cycling Circuit,30015171,,,No,,,,,Macadam,No,,,,,,,,6,1000,,12,10,6,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Trust,Trust,No,No,No,No,Yes,Yes,No,No,No,No,No,,2017,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,9/5/2024 9:01:56 AM,Yes,342654,554326,54.88039,-2.895325,203,4/6/2018 9:36:08 AM,342654,554326
1039996,Cycling,BMX - Pump Track,30015358,No,,,No,,,,Macadam,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2018,No,No,,No,No,,Dawn To Dusk,All Year,,,,7/30/2024 7:44:43 AM,Yes,398513,312431,52.70956,-2.02344,204,4/20/2018 10:45:07 AM,398513,312431
6002182,Cycling,BMX - Pump Track,30015436,No,,,No,,,,Macadam,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2018,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,1/23/2024 12:42:46 PM,Yes,369111,149371,51.24267,-2.443882,205,5/2/2018 12:59:10 PM,369111,149371
30003316,Cycling,BMX - Pump Track,30015464,No,,,No,,,,Macadam,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2015,No,No,,No,No,,Dawn To Dusk,All Year,,,,10/23/2023 12:12:37 PM,Yes,381268,213661,51.82127,-2.273172,206,5/8/2018 9:48:58 AM,381268,213661
1101011,Cycling,BMX - Pump Track,30015644,No,,,No,,,,Macadam,No,,,,,,,,6,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2009,No,No,,No,No,,Dawn To Dusk,All Year,,,,8/8/2024 4:16:36 PM,Yes,339508,364764,53.17655,-2.906509,207,5/24/2018 10:51:34 AM,339508,364764
6008912,Cycling,BMX - Pump Track,30015684,No,,,No,,,,Concrete,No,,,,,,,,3,40,,,,,,,,,,,,,,,,Operational,(Macadam berms),,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,2010,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,1/14/2025 9:17:17 AM,Yes,438028,336545,52.925,-1.435786,208,5/30/2018 1:26:57 PM,438028,336545
30005273,Cycling,BMX - Pump Track,30015713,No,,,No,,,,Various,No,,,,,,,,1,40,,,,,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2015,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,4/17/2024 8:51:11 AM,Yes,580046,186914,51.55239,0.5955872,209,6/8/2018 11:21:36 AM,580046,186914
1200658,Cycling,Road - Closed Road Cycling Circuit,30015919,,,No,,,,,Macadam,No,,,,,,,,4,500,,16,60,4.5,,,,,,,,,,,,Operational,,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2009,No,No,,Yes,No,,Detailed Timings,All Year,,,,8/15/2024 1:39:07 PM,Yes,538830,191869,51.60855,0.003495447,210,7/20/2018 1:59:42 PM,538830,191869
1044110,Cycling,Road - Closed Road Cycling Circuit,30015920,,,No,,,,,Macadam,No,,,,,,,,4,1000,,15,100,4,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,2014,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,,3/5/2024 1:46:02 PM,Yes,432028,389167,53.39838,-1.519789,211,7/20/2018 2:07:30 PM,432028,389167
1200399,Cycling,Road - Closed Road Cycling Circuit,30015921,,,No,,,,,Macadam,Yes,,,,,,,,6,1000,,12,100,6,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2016,No,No,,Yes,No,,Detailed Timings,All Year,,,,6/27/2024 2:10:25 PM,Yes,434241,418394,53.66094,-1.483318,212,7/20/2018 2:11:31 PM,434241,418394
30005326,Cycling,Road - Closed Road Cycling Circuit,30015922,,,No,,,,,Macadam,No,,,,,,,,5,3000,,16,100,5,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,Yes,No,No,No,Yes,No,,2005,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,10/3/2023 10:51:30 AM,Yes,635271,153990,51.23656,1.369028,213,7/20/2018 2:24:54 PM,635271,153990
6015704,Cycling,BMX - Pump Track,30015930,No,,,No,,,,Various,No,,,,,,,,1.5,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2008,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,12/19/2024 4:18:06 PM,Yes,611599,301483,52.57002,1.120973,214,7/24/2018 9:10:16 AM,611599,301483
30005077,Cycling,BMX - Pump Track,30016012,No,,,No,,,,Various,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Trust,Trust,No,No,No,No,No,Yes,No,No,No,Yes,No,,2010,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,5/14/2024 10:30:05 AM,Yes,581131,285162,52.43444,0.6630815,215,8/13/2018 11:26:00 AM,581131,285162
30006702,Cycling,BMX - Pump Track,30016312,No,,,No,,,,Macadam,No,,,,,,,,2,73,,,,,,,,,,,,,,,,Operational,,,,,Registered Membership use,Public Access,Sport Club,Others,No,No,No,No,No,No,No,No,No,No,No,,2000,Yes,Yes,2016,No,No,,Dawn To Dusk,All Year,,,,12/12/2023 11:28:39 AM,Yes,384642,283855,52.45245,-2.227414,216,9/19/2018 11:15:14 AM,384642,283855
20001920,Cycling,Track - Outdoor Velodrome,30016873,,,No,,,,,Macadam,No,,,,,50,10,1,7,500,,20,,,,,,,,,,,,,,Operational,"579 length
6 width",,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,,1877,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/26/2024 11:44:53 AM,Yes,530807,105864,50.83752,-0.1436549,217,11/6/2018 11:27:50 AM,530807,105864
1044669,Cycling,BMX - Race Track,30016893,No,,,No,7,2,1,Macadam,No,8,8,10,6,,,,4,394,4,,10,6,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2012,No,No,,Yes,No,,Detailed Timings,All Year,,,,1/3/2024 1:42:26 PM,Yes,368734,307385,52.66329,-2.46371,218,11/8/2018 11:13:05 AM,368734,307385
1005945,Cycling,BMX - Race Track,30016894,No,,,No,1,2,1,Macadam,No,1.5,8,10,6,,,,4,200,4,,10,6,,,,,,,,,,,,Operational,,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Lift on site.,2014,No,No,,No,No,,Detailed Timings,All Year,,,,12/12/2023 9:58:36 AM,Yes,451511,297778,52.57541,-1.241311,219,11/8/2018 11:22:38 AM,451511,297778
1002141,Cycling,Road - Closed Road Cycling Circuit,30016895,,,No,,,,,Macadam,No,,,,,,,,5,1100,,12,10,4,,,,,,,,,,,,Operational,Non dedicated.,,,,Sports Club / Community Association,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2012,No,Not Known,,Yes,No,,Detailed Timings,All Year,,,,11/15/2024 3:37:30 PM,Yes,534454,170658,51.419,-0.06774256,220,11/8/2018 11:45:00 AM,534454,170658
30007876,Cycling,BMX - Race Track,30016898,No,,,No,8,4,3,Macadam,No,1.5,8,58,7.7,,,,4,300,5.2,,42,6,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,8 Disabled Parking Bays,1975,Yes,Yes,2012,Not Known,Not Known,,Detailed Timings,All Year,,,,4/25/2024 6:57:23 AM,Yes,374052,162835,51.36398,-2.374089,221,11/8/2018 4:21:49 PM,374052,162835
6015842,Cycling,BMX - Race Track,30016917,No,,,Yes,8,4,3,Not Known,Yes,3,9,62,7,,,,6,380,4,,55,7,,,,,,,,,,,,Operational,Partially floodlit. Width of bends varies.,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2001,Yes,Yes,2011,Yes,No,,Dawn To Dusk,All Year,,,,8/29/2023 9:47:55 AM,Yes,246084,126053,51.01321,-4.195554,222,11/9/2018 3:01:06 PM,246084,126053
30009752,Cycling,BMX - Race Track,30016953,No,,,Yes,8,4,3,Various,No,1.5,8.5,54.8,8.5,,,,6,340,5,,53.5,6,,,,,,,,,,,,Operational,Track managed by Merton Saints BMX Club,,,,Sports Club / Community Association,Public Access,Sport Club,Others,No,No,No,No,No,No,No,No,No,No,No,,2012,No,No,,No,No,,Dawn To Dusk,All Year,,,,4/3/2024 1:46:05 PM,Yes,528768,169337,51.40845,-0.1499453,223,11/14/2018 2:30:06 PM,528768,169337
30005811,Cycling,BMX - Pump Track,30016995,No,,,No,,,,Concrete,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Operational,,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2008,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,,11/13/2023 1:52:30 PM,Yes,395522,350633,53.05295,-2.068254,224,11/16/2018 3:31:26 PM,395522,350633
1041510,Cycling,BMX - Pump Track,30017168,No,,,No,,,,Various,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,,2015,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,1/24/2024 3:07:15 PM,Yes,437917,382617,53.33912,-1.432009,225,12/5/2018 4:44:22 PM,437917,382617
1003955,Cycling,BMX - Pump Track,30017650,No,,,No,,,,Macadam,No,,,,,,,,6,100,,,,,,,,,,,,,,,,Temporarily Closed,,,,,Free Public Access,Public Access,Community Organisation,Others,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Don't have hoists. Wide door & access ramps,2017,No,No,,No,No,,Dawn To Dusk,All Year,,,,11/22/2023 8:27:52 AM,Yes,465135,104495,50.83632,-1.076373,226,2/4/2019 2:52:33 PM,465135,104495
30008143,Cycling,BMX - Pump Track,30017827,No,,,No,,,,Concrete,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,2/10/2019 12:00:00 AM,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2018,No,No,,No,No,,Detailed Timings,All Year,,,,9/30/2024 2:41:00 PM,Yes,515263,130155,51.05917,-0.3566235,227,2/18/2019 3:19:57 PM,515263,130155
1008304,Cycling,Mountain Bike - Trails,30017871,,No,,,,,,,,,,,,,,,,,,,,,No,0,Yes,3,No,0,Yes,3,No,0,6,Operational,,,,,Pay and Play,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Lift,2018,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,,8/23/2024 10:42:52 AM,Yes,384027,194974,51.65333,-2.232279,228,2/25/2019 3:56:28 PM,384027,194974
1004742,Cycling,Road - Closed Road Cycling Circuit,30018568,,,No,,,,,Macadam,No,,,,,,,,6,1000,,12,100,6,,,,,,,,,,,,Operational,,Doncaster Culture And Leisure Trust,,,Pay and Play,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2019,No,No,,Yes,No,,Detailed Timings,All Year,,,,12/10/2024 9:53:36 AM,Yes,459813,402465,53.51549,-1.099438,229,5/15/2019 12:46:33 PM,459813,402465
30005288,Cycling,BMX - Race Track,30018905,No,,,Yes,8,5,6,Dolomite Stone Dust,No,5,8,42,8,,,,5,375,5,,30,8,,,,,,,,,,,,Operational,There are 5 straights,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,2008,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,1/3/2024 12:32:59 PM,Yes,619959,166185,51.35215,1.157547,230,7/1/2019 4:00:03 PM,619959,166185
30005288,Cycling,BMX - Pump Track,30018906,No,,,No,,,,Macadam,No,,,,,,,,5,100,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,2019,No,No,,No,No,,Dawn To Dusk,All Year,,,,1/3/2024 12:33:01 PM,Yes,619959,166185,51.35215,1.157547,231,7/1/2019 4:00:10 PM,619959,166185
1068608,Cycling,BMX - Pump Track,30018954,No,,,No,,,,Macadam,No,,,,,,,,5,45,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2015,No,No,,Yes,No,,Detailed Timings,All Year,,,,11/29/2023 1:39:38 PM,Yes,456762,301847,52.61146,-1.163148,232,7/9/2019 10:43:12 AM,456762,301847
1039241,Cycling,BMX - Pump Track,30019143,No,,,No,,,,Concrete,No,,,,,,,,2,75,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Community Organisation,Others,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,,2013,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,12/12/2023 1:44:57 PM,Yes,478879,250460,52.14682,-0.8486465,233,7/31/2019 2:48:56 PM,478879,250460
30008428,Cycling,BMX - Pump Track,30019255,No,,,No,,,,Concrete,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Community Organisation,Others,Yes,No,No,No,No,Yes,No,No,No,No,No,,2018,No,No,,Not Known,Not Known,,Dawn To Dusk,All Year,,,,3/11/2024 10:51:32 AM,Yes,429212,428492,53.752,-1.558476,234,8/19/2019 2:28:04 PM,429212,428492
30008428,Cycling,BMX - Race Track,30019256,No,,,Yes,8,4,4,Various,No,5,8,61,6,,,,5,330,5,,61,7,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Community Organisation,Others,Yes,No,No,No,No,Yes,No,No,No,No,No,,2018,No,No,,Not Known,Not Known,,Dawn To Dusk,All Year,,,,3/11/2024 10:51:33 AM,Yes,429212,428492,53.752,-1.558476,235,8/19/2019 2:28:05 PM,429212,428492
30008428,Cycling,Mountain Bike - Trails,30019257,,No,,,,,,,,,,,,,,,,,,,,,No,0,No,0,No,0,No,0,No,0,0,Operational,,,,,Free Public Access,Public Access,Community Organisation,Others,Yes,No,No,No,No,Yes,No,No,No,No,No,,2018,No,No,,Not Known,Not Known,,Dawn To Dusk,All Year,,,,3/11/2024 10:51:34 AM,Yes,429212,428492,53.752,-1.558476,236,8/19/2019 2:28:05 PM,429212,428492
1011426,Cycling,BMX - Pump Track,30019652,No,,,No,,,,Macadam,No,,,,,,,,1,50,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2019,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,9/19/2023 12:49:33 PM,Yes,207912,53934,50.35389,-4.701655,237,10/4/2019 10:35:44 AM,207912,53934
1040029,Cycling,BMX - Pump Track,30019805,No,,,No,,,,Macadam,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Community Organisation,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Defibrillator on site.,2016,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,12/12/2023 11:31:45 AM,Yes,313694,113712,50.91639,-3.229119,238,10/17/2019 3:56:03 PM,313694,113712
1206550,Cycling,BMX - Pump Track,30020004,No,,,No,,,,Macadam,No,,,,,,,,1,100,,,,,,,,,,,,,,,,Operational,215m long,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2005,No,No,,No,No,,Dawn To Dusk,All Year,,,,2/20/2024 8:08:49 AM,Yes,625181,308945,52.63154,1.32611,239,11/4/2019 1:28:50 PM,625181,308945
1206534,Cycling,Cycle Speedway - Track,30020047,,,,,,,,Shale,No,,,,,,2,1,6,80,,,,,,,,,,,,,,,,Operational,Grit surface,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,1970,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,,5/17/2024 2:48:06 PM,Yes,615180,304739,52.59785,1.175846,240,11/6/2019 12:24:36 PM,615180,304739
6002045,Cycling,BMX - Pump Track,30020097,No,,,No,,,,Macadam,No,,,,,,,,1.5,91,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,Yes,No,No,No,No,No,No,,2011,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,11/29/2024 10:29:59 AM,Yes,428661,516634,54.54417,-1.55849,241,11/12/2019 11:24:52 AM,428661,516634
1044203,Cycling,BMX - Pump Track,30020148,No,,,No,,,,Macadam,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2011,Yes,No,,Yes,No,,Detailed Timings,All Year,,,,3/7/2024 2:26:07 PM,Yes,415176,427370,53.74251,-1.771387,242,11/15/2019 2:17:19 PM,415176,427370
30006555,Cycling,Track - Outdoor Velodrome,30020519,,,No,,,,,Macadam,Yes,,,,,100,10,10,7,400,,30,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,No,No,No,No,Yes,No,No,No,No,No,No,Defibrillator on site,1980,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,,4/26/2024 2:14:34 PM,Yes,422611,255910,52.20098,-1.670567,243,1/6/2020 4:54:42 PM,422611,255910
30006555,Cycling,BMX - Pump Track,30020520,No,,,No,,,,Various,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,No,No,No,No,Yes,No,No,No,No,No,No,Defibrillator on site,2000,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,,4/26/2024 2:14:34 PM,Yes,422611,255910,52.20098,-1.670567,244,1/6/2020 4:54:43 PM,422611,255910
6016113,Cycling,BMX - Pump Track,30020553,No,,,No,,,,Macadam,No,,,,,,,,2,50,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Community Organisation,Others,Yes,No,No,No,Yes,No,No,No,Yes,No,No,,2018,No,No,,Not Known,Not Known,,Dawn To Dusk,All Year,,,,2/21/2024 9:54:31 AM,Yes,345832,351053,53.05399,-2.809584,245,1/9/2020 10:22:39 AM,345832,351053
30008677,Cycling,BMX - Pump Track,30020898,No,,,No,,,,Macadam,No,,,,,,,,4,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,2018,No,No,,No,No,,Dawn To Dusk,All Year,,,,6/27/2024 11:20:38 AM,Yes,578757,168465,51.38708,0.5676973,246,2/5/2020 10:07:22 AM,578757,168465
1044896,Cycling,Track - Indoor Velodrome,30021758,,,No,,,,,Nordic or Siberian Pine,,,,,,100,45,12,9,250,,40,,,,,,,,,,,,,,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,2015,No,No,,Yes,No,,Detailed Timings,All Year,,,,5/16/2024 7:01:20 AM,Yes,437315,335179,52.91277,-1.446536,247,4/22/2020 12:58:46 PM,437315,335179
1005052,Cycling,BMX - Pump Track,30022403,No,,,No,,,,Concrete,No,,,,,,,,2,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2018,Yes,No,,Yes,No,,Dawn To Dusk,All Year,,,,10/25/2023 11:26:53 AM,Yes,397856,451749,53.96183,-2.034169,248,6/12/2020 4:39:50 PM,397856,451749
6007178,Cycling,BMX - Pump Track,30022513,No,,,No,,,,Various,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,No,No,No,No,No,No,No,No,No,No,No,,1995,Yes,No,,No,No,,Dawn To Dusk,All Year,,,,12/17/2024 11:36:25 AM,Yes,292119,66930,50.49221,-3.522241,249,7/1/2020 3:46:00 PM,292119,66930
1206701,Cycling,BMX - Pump Track,30023934,No,,,No,,,,Macadam,No,,,,,,,,3,60,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,No,No,No,No,No,No,No,No,No,,2020,No,No,,No,No,,Dawn To Dusk,All Year,,,,10/26/2023 9:28:27 AM,Yes,544727,100518,50.78617,0.05179794,250,1/8/2021 12:54:51 PM,544727,100518
30009442,Cycling,Road - Closed Road Cycling Circuit,30023954,,,No,,,,,Macadam,Yes,,,,,,,,7,1600,,16,80,7,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,2020,No,No,,Yes,No,,Detailed Timings,All Year,,,,5/30/2024 12:20:44 PM,Yes,599742,229326,51.92661,0.9036341,251,1/11/2021 4:29:06 PM,599742,229326
6003941,Cycling,Track - Outdoor Velodrome,30024441,,,No,,,,,Macadam,No,,,,,75,10,1,8,400,,30,,,,,,,,,,,,,,Operational,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,1909,No,Yes,2004,Yes,No,,Dawn To Dusk,All Year,,,,4/10/2024 9:50:49 AM,Yes,456193,361895,53.15126,-1.161208,252,2/11/2021 12:52:48 PM,456193,361895
1042108,Cycling,BMX - Pump Track,30025275,No,,,No,,,,Concrete,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Free Public Access,Public Access,Commercial Management,Commercial,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,2013,No,No,,No,No,,Dawn To Dusk,All Year,,,,12/13/2023 2:08:28 PM,Yes,525672,173739,51.4487,-0.1928784,253,4/19/2021 7:17:54 PM,525672,173739
30009594,Cycling,BMX - Pump Track,30025353,No,,,No,,,,Macadam,No,,,,,,,,3,100,,,,,,,,,,,,,,,,Operational,,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2018,No,No,,Yes,No,,Dawn To Dusk,All Year,,,,9/11/2024 12:06:55 PM,Yes,389801,300348,52.60084,-2.152012,254,5/5/2021 3:40:32 PM,389801,300348
